hole_ID,depth,azimuth,dip
CC-01,1188.72,280,-84.75
CC-01,1218.9,279.02,-84.5
CC-02,0,360,-90
CC-02,30.48,354.05,-89.5
CC-02,60.96,2.11,-89.25
CC-02,91.44,2.11,-89.25
CC-02,121.92,339.54,-88.99
CC-02,152.4,3.17,-89.5
CC-02,182.88,345.58,-88.75
CC-02,213.36,332.58,-88.75
CC-02,243.84,315.55,-88.5
CC-02,274.32,324,-88.5
CC-02,304.8,319.05,-88.75
CC-02,335.28,304.59,-88.25
CC-02,365.76,299,-88.25
CC-02,396.24,307.01,-88.25
CC-02,426.72,301.02,-88
CC-02,457.2,298.59,-87.75
CC-02,487.68,305.57,-87.5
CC-02,518.16,307.58,-87.25
CC-02,548.64,301.57,-87
CC-02,579.12,302.59,-87.25
CC-02,609.6,300.02,-87
CC-02,640.08,304.01,-86.99
CC-02,670.56,307.58,-86.75
CC-02,701.04,305.57,-86.75
CC-02,731.52,305.57,-86.75
CC-02,762,303.02,-86.75
CC-02,792.48,306,-86.5
CC-02,822.96,304.58,-86.25
CC-02,853.44,300.58,-86
CC-02,883.92,302,-85.99
CC-02,914.4,301.01,-85.75
CC-02,944.88,301.01,-85.75
CC-02,975.36,302.02,-85.75
CC-02,1005.84,302.01,-85.25
CC-02,1036.32,301.01,-85.25
CC-02,1066.8,302.58,-85.25
CC-02,1097.28,302.01,-85.25
CC-02,1127.76,304.02,-85.5
CC-03,0,360,-90
CC-03,577.6,360,-90
CC-04,0,360,-90
CC-04,1159.16,360,-90
CC-05,0,360,-90
CC-05,762,360,-90
CC-06,0,360,-90
CC-06,30.48,360,-90
CC-06,60.96,158.12,-89.88
CC-06,91.44,187.12,-89.5
CC-06,121.92,218.11,-89.25
CC-06,152.4,195.56,-89.5
CC-06,182.88,182.36,-89.75
CC-06,213.36,360,-90
CC-06,243.84,236.4,-89.75
CC-06,274.32,245.11,-89.25
CC-06,304.8,242.15,-89.25
CC-06,335.28,250.03,-89.24
CC-06,365.76,269.07,-89.25
CC-06,396.24,281.03,-89.25
CC-06,426.72,299.57,-89
CC-06,457.2,282.41,-88.75
CC-06,487.68,287.16,-88.75
CC-06,518.16,290.05,-88.5
CC-06,548.64,278.59,-88.75
CC-06,579.12,281.55,-88.75
CC-06,609.6,284.54,-88.99
CC-06,640.08,285.56,-88.99
CC-06,670.56,262.06,-88.99
CC-06,701.04,270,-89.25
CC-06,731.52,265.09,-89.25
CC-06,762,281.57,-89.5
CC-06,792.48,288.51,-89.75
CC-06,822.96,53.23,-89.25
CC-06,853.44,106.58,-88.99
CC-06,883.92,120.57,-88.99
CC-06,914.4,126.01,-88.75
CC-06,944.88,121.04,-88.5
CC-06,975.36,114.58,-88.25
CC-06,1005.84,119,-88.25
CC-06,1036.32,124.03,-88.25
CC-06,1066.8,115.58,-87.75
CC-06,1097.28,122.57,-87.99
CC-06,1127.76,111.59,-87.75
CC-06,1158.24,102.02,-87.25
CC-06,1188.72,95.59,-87.25
CC-07,0,360,-90
CC-07,762,360,-90
CC-08,0,360,-90
CC-08,645.57,360,-90
CC-09,0,360,-90
CC-09,281.94,360,-90
CC-1,0,180,-23
CC-1,174.96,180,-23
CC-2,0,230,-50
CC-2,219.46,230,-50
CC-3,0,222,-63
CC-3,289.56,222,-63
CG1,0,252.29,-37.18
CG1,21.34,258,-37.3
CG1,51.82,258,-37.15
CG1,82.3,257,-37.3
CG1,112.78,259,-37.3
CG1,143.26,257,-37.15
CG1,173.74,255,-37
CG1,204.22,256,-37.3
CG2,0,70.45,-69.58
CG2,49.38,71,-70.3
CG2,79.86,72,-71.15
CG2,110.34,65.3,-66.15
CG2,140.82,73,-72
CG2,171.3,72,-72
CG2,201.78,75,-72.3
CG2,232.26,76,-72.3
CG3,0,176.39,-57.3
CG3,30.48,179,-58
CG3,60.96,178,-58
CG3,91.44,177,-58
CG3,121.92,177,-58
CG3,152.4,177,-58
CG3,174.35,178,-58.3
CG4,0,71,-66
CG4,43.28,70,-66
CG4,73.76,70,-66.45
CG4,104.24,71.3,-67.45
CG4,134.72,71.3,-67.3
CG4,165.2,71.3,-68
CG5,0,327.41,-55.18
CG5,17.68,330,-56
CG5,48.16,331,-56
CG5,78.64,333.3,-56
CG5,109.12,330.3,-56
CG5,139.6,330.3,-56
CG5,170.08,330.3,-56
CG5,200.56,335,-56.3
CG5,231.04,331,-56.45
CG6,0,254,-52
CG6,19.81,265.3,-51.3
CG6,50.29,264.3,-51.15
CG6,80.77,264,-51.3
CG6,111.25,263,-51.3
CG6,141.73,265,-51.45
CG6,172.21,263.3,-51.45
CG6,202.69,264.3,-51.45
CG6,233.17,266,-51.45
CG6,263.65,265,-52
CK-B,0,360,-90
CK-B,44.2,183,-88
CK-B,74.68,193,-88
CK-B,105.16,193,-88
CK-B,135.64,193,-88.3
CK-B,169.16,193,-89
CK-B,196.6,183,-88.5
CK-B,227.08,173,-88
CK-B,257.56,173,-88
CK-B,288.04,183,-88.2
CK-C,0,360,-90
CK-C,30.48,360,-90
CK-C,60.96,360,-90
CK-C,91.44,177,-89.5
CK-C,121.92,23,-89.3
CK-C,152.4,197,-89.3
CK-C,182.88,180,-90
CK-D,0,360,-90
CK-D,21.34,3,-89.3
CK-D,51.82,3,-89.2
CK-D,82.3,3,-89
CK-D,112.78,323,-89
CK-D,143.26,23,-89.2
CK-D,173.74,343,-89.2
CK-E,0,360,-90
CK-E,19.81,173,-88
CK-E,50.29,163,-89.3
CK-E,80.77,183,-88
CK-E,111.25,183,-88
CK-E,141.73,183,-87.5
CK-E,172.21,183,-88
CK-E,202.69,183,-87.3
CK-E,233.17,173,-87.5
CK-E,263.65,163,-88
CK32_PLUS_0,0,335,-80
CK32_PLUS_0,27.74,340,-80
CK32_PLUS_0,58.22,336,-80.2
CK32_PLUS_0,88.7,340,-80
CK32_PLUS_0,119.18,340,-80
CK32_PLUS_0,149.66,342,-81
CK32_PLUS_0,180.14,339,-81
CK32_PLUS_0,210.62,339,-81.5
CK32_PLUS_0,241.1,336,-82
CK32_PLUS_0,271.58,338,-82
CK33_PLUS_1Y,0,279,-52
CK33_PLUS_1Y,30.48,275,-52
CK33_PLUS_1Y,60.96,275,-51
CK33_PLUS_1Y,91.44,278,-49
CK33_PLUS_1Y,121.92,277,-50
CK33_PLUS_1Y,152.4,277,-49
CK33_PLUS_1Y,182.88,277,-49
CK33_PLUS_1Y,213.36,276,-49
CK33_PLUS_1Y,243.84,275,-49
CK33_PLUS_1Y,274.32,279,-48
CK33_PLUS_1Y,304.8,277,-48
CK33_PLUS_1Y,335.28,275,-49
CK33_PLUS_1Y,350.52,279,-48
CK33_PLUS_3Y,0,291,-45
CK33_PLUS_3Y,30.48,291,-45
CK33_PLUS_3Y,60.96,292,-45
CK33_PLUS_3Y,91.44,293,-45
CK33_PLUS_3Y,121.92,292,-45
CK33_PLUS_3Y,152.4,294,-45
CK33_PLUS_3Y,182.88,293,-45
CK33_PLUS_3Y,213.36,294,-44
CK33_PLUS_3Y,243.84,294,-44
CK33_PLUS_3Y,274.32,295,-43
CK33_PLUS_3Y,304.8,295,-43
CK33_PLUS_3Y,332.23,295,-42
CK34_5-50,0,335,-70
CK34_5-50,44.81,341,-70
CK34_5-50,75.29,341,-70
CK34_5-50,105.77,338,-70
CK34_5-50,136.25,343,-70
CK34_5-50,169.77,343,-70.3
CK34_5-50,200.25,343,-70.5
CK34_5-50,230.73,343,-71
CK34_5-50,261.21,343,-71.2
CK34_5-50,291.69,343,-71.3
CK35_5-50,0,335,-60
CK35_5-50,28.96,341,-60.2
CK35_5-50,59.44,340,-60.3
CK35_5-50,89.92,341,-60.3
CK35_5-50,120.4,340,-60.5
CK35_5-50,150.88,341,-61
CK35_5-50,181.36,339,-61
CK35_5-50,211.84,340,-61
CK35_5-50,242.32,339,-61
CK35_5-50,272.8,340,-61.5
CK35_5-50,303.28,339,-62
CK35_5-50,333.76,339,-62.3
CK35_PLUS_3Y,0,294,-31
CK35_PLUS_3Y,30.48,293,-30
CK35_PLUS_3Y,60.96,294,-31
CK35_PLUS_3Y,91.44,294,-31
CK35_PLUS_3Y,121.92,294,-30
CK35_PLUS_3Y,152.4,293,-30
CK35_PLUS_3Y,182.88,293,-30
CK35_PLUS_3Y,213.36,294,-29
CK35_PLUS_3Y,243.84,295,-28
CK35_PLUS_3Y,259.08,297,-28
CK35_PLUS_3Y,288.95,295,-28
CK35_PLUS_3Y,319.43,295,-27.3
CK36_PLUS_0,0,335,-62
CK36_PLUS_0,17.68,337,-62.3
CK36_PLUS_0,39.01,337,-62.3
CK36_PLUS_0,72.54,335,-63
CK36_PLUS_0,99.97,335,-63.2
CK36_PLUS_0,133.5,335,-63.2
CK36_PLUS_0,163.98,336,-63
CK36_PLUS_0,194.46,336,-63
CK36_PLUS_0,224.94,337,-63.3
CK36_PLUS_0,252.37,336,-63
CK36_PLUS_0,282.85,337,-63.5
CK36_PLUS_0,313.34,336,-64
CK37_2_PLUS_50,0,335,-41.3
CK37_2_PLUS_50,30.48,341,-40.5
CK37_2_PLUS_50,60.96,342,-40.3
CK37_2_PLUS_50,91.44,342,-41
CK37_2_PLUS_50,121.92,342,-40.5
CK37_2_PLUS_50,152.4,341,-41
CK37_2_PLUS_50,182.88,343,-40.3
CK37_PLUS_100,0,335,-68
CK37_PLUS_100,28.96,342,-67.3
CK37_PLUS_100,59.44,343,-67.3
CK37_PLUS_100,89.92,343,-67
CK37_PLUS_100,120.4,343,-67
CK37_PLUS_100,150.88,343,-67
CK37_PLUS_100,181.36,343,-67
CK37_PLUS_100,202.69,342,-67.5
CK37_PLUS_50,0,335,-57
CK37_PLUS_50,45.72,340,-57
CK37_PLUS_50,76.2,341,-57
CK37_PLUS_50,106.68,341,-56.5
CK37_PLUS_50,137.16,343,-57
CK37_PLUS_50,167.64,342,-57
CK37_PLUS_50,198.12,343,-58
CK37_PLUS_50,228.6,342,-58.2
CK37_PLUS_50,259.08,343,-58.2
CK37_PLUS_50,292.61,343,-58.3
CP1,0,347.15,-51.5
CP1,11.28,350,-51.3
CP1,41.76,351,-51.3
CP1,72.24,351,-52
CP1,102.72,351,-52.3
CP1,133.2,352,-52
CP1,163.68,351,-52
CP1,194.16,350,-52
CP1,224.64,351,-52
CP2,0,32,-42.5
CP2,31.09,33,-42.5
CP2,61.57,35,-43
CP2,92.05,33,-42
CP2,122.53,34,-42
CP2,153.01,35,-41.5
CP2,183.49,34,-42
CP3,0,286.15,-67.4
CP3,31.39,291,-67.3
CP3,61.87,295,-68.3
CP3,92.35,294,-68
CP3,122.83,293,-68
CP3,153.31,293,-68
CP3,183.79,293,-68
CP3,214.27,293,-68
CP3,244.75,293,-68
CP3,275.23,292,-68
CP3,296.57,292,-68
CP4,0,263,-77
CP4,15.24,263,-77
CP4,30.48,262,-77.3
CP4,45.72,263,-77
CP5,0,90,-57
CP5,18.29,85,-57.3
CP5,48.77,86,-57
CP5,79.25,83,-58
CP5,109.73,85,-57.3
CP5,140.21,87,-57
CP5,170.69,87,-57
CP5,201.17,88,-56.3
CP5,231.65,90,-57
CP5,262.13,89,-56.3
CP5,292.61,91,-56
CP5,323.09,91,-55.3
CP5,353.57,93,-55.3
CP5,384.05,95,-56
CP6,0,340.23,-60.23
CP6,36.58,345,-60.3
CP6,67.06,345.3,-61
CP6,97.54,345,-61.3
CP6,128.02,344.3,-61.3
CP6,158.5,345,-62
CP6,188.98,345.3,-61.45
CP6,219.46,346.3,-62
CP6,249.94,344.3,-62.3
CS-1,0,360,-90
CS-1,304.8,360,-90
CU-1,0,0,-90
CU-1,750.21,360,-90
CU-10,0,269,-60
CU-10,415.6,269,-60
CU-11,0,360,-90
CU-11,198.21,360,-90
CU-12,0,16,-74
CU-12,544.37,16,-74
CU-2,0,154.5,-58
CU-2,30.48,152,-58
CU-2,91.44,157,-57
CU-2,152.4,156.5,-58
CU-2,304.8,156,-57.5
CU-2,365.76,153,-58
CU-2,457.2,152,-59
CU-2,609.6,153,-59
CU-2,640.08,153,-59
CU-3,0,360,-90
CU-3,565.56,360,-90
CU-4,0,0,-90
CU-4,304.8,0,-90
CU-4,609.6,0,-90
CU-4,640.08,0,-90
CU-4,792.48,208,-89
CU-4,944.88,164,-87
CU-4,958.6,164,-87
CU-5,0,0,-90
CU-5,15.24,326,-88
CU-5,152.4,358,-88
CU-5,304.8,178,-88
CU-5,396.24,22,-87
CU-5,502.92,56,-88
CU-5,670.56,55,-86
CU-5,822.96,59,-86
CU-5,961.65,69,-86
CU-5,964.69,69,-86
CU-6,0,290,-60
CU-6,528.22,290,-60
CU-7,0,16,-60
CU-7,633.99,16,-60
CU-8,0,210,-60
CU-8,247.5,210,-60
CU-9,0,205,-60
CU-9,605.33,205,-60
D-13,0,0,-90
D-13,149.35,124,-89
D-13,277.37,124,-87
D-13,597.41,122,-83
D-13,746.76,107,-83
D-13,896.11,108,-83
D-13,914.4,97,-83
D-13,944.88,196,-85
D-13,961.95,196,-85
D-26,0,0,-90
D-26,36.58,0,-90
D-5,0,0,-90
D-5,304.8,0,-90
D-5,609.6,77,-87
D-5,762,137,-87
D-5,914.4,123,-87
D-5,990.6,135,-86
D-5,1115.88,135,-86
D-8,0,0,-90
D-8,152.4,63,-88
D-8,304.8,63,-88
D-8,457.2,58,-86
D-8,609.6,52,-83
D-8,762,45,-82
D-8,914.4,36,-81
D-8,960.12,31,-81
D-8,1128.37,23,-79
D-9,0,0,-90
D-9,304.8,54,-89
D-9,457.2,54,-87
D-9,609.6,199,-87
D-9,762,52,-84
D-9,914.4,2,-84
D-9,1036.32,344,-82
D-9,1049.73,344,-82
DB1,0,20,-69.1
DB1,30.48,21,-69.3
DB1,60.96,22,-69.4
DB1,91.44,22,-69.1
DB1,121.92,24,-69.1
DB1,152.4,23,-69.3
DB1,182.88,24,-69.3
DB1,213.36,26,-70
DB1,243.84,31,-70.3
DB1,274.32,33,-70.5
DB1,304.8,29,-70.3
DB2,0,268,-68.3
DB2,30.48,266,-68.3
DB2,60.96,265,-68.5
DB2,91.44,264,-69
DB2,121.92,267,-69
DB2,152.4,265,-69.1
DB2,182.88,267,-69.1
DB2,213.36,271,-69
DB2,243.84,272,-69
DB2,274.32,275,-69
DB2,301.75,275,-69
DB3,0,310,-70.1
DB3,30.48,310,-70
DB3,60.96,311,-70.1
DB3,91.44,313,-70
DB3,121.92,313,-70
DB3,152.4,314,-70.1
DB3,182.88,313,-70
DB3,213.36,314,-70.5
DB3,243.84,315,-71
DB3,259.08,315,-70.5
DB4,0,200,-50
DB4,30.48,194,-50.1
DB4,60.96,199,-51
DB4,91.44,196,-50.1
DB4,121.92,197,-50
DB4,152.4,198,-50
DB4,182.88,200,-51
DB4,213.36,201,-50
DB4,243.84,202,-50.3
DB4,274.32,201,-49.5
EH1,12.8,349,5
EH10,0,232,5
EH10,16.76,232,5
EH11,22.86,297,5
EH12,22.86,56,5
EH13,22.86,53,5
EH14,10.67,52,5
EH15,16.76,194,5
EH16,12.19,97,5
EH17,22.86,282,5
EH18,15.24,92,5
EH19,22.86,6,5
EH2,21.34,53,5
EH20,16.76,283,5
EH21,22.86,303,5
EH22,22.86,71,5
EH23,21.03,14,5
EH24,20.73,196,5
EH25,8.53,32,5
EH26,24.38,295,5
EH3,22.86,235,5
EH4,18.29,26,5
EH5,19.81,227,5
EH6,25.91,232,5
EH7,21.34,232,5
EH8,18.29,53,5
EH9,16.76,54,5
EN-1,0,256,-90
EN-1,182.88,338,-88
EN-1,213.36,14,-89
EN-1,243.84,14,-89
EN-1,274.32,14,-88
EN-1,304.8,360,-87
EN-1,335.28,21,-87
EN-1,365.76,38,-86
EN-1,396.24,45,-87
EN-1,426.72,41,-87
EN-1,457.2,45,-86
EN-1,487.68,41,-87
EN-1,518.16,47,-85
EN-1,548.64,52,-85
EN-1,579.12,56,-86
EN-1,609.6,66,-85
EN-1,640.08,53,-86
EN-1,670.56,49,-84
EN-1,701.04,66,-83
EN-1,731.52,47,-84
EN-1,762,59,-83
EN-1,792.48,61,-83
EN-1,822.96,68,-81
EN-1,853.44,60,-81
EN-1,883.92,63,-80
EN-1,914.4,66,-80
EN-1,944.88,64,-78
EN-1,975.36,61,-79
EN-1,1005.84,61,-77
EN-1,1036.32,61,-76
FCD-22-001,0,130,-45
FCD-22-001,30.48,130.4,-45
FCD-22-001,60.96,128.36,-45.31
FCD-22-001,91.44,128.55,-45.56
FCD-22-001,121.92,128.55,-45.62
FCD-22-001,152.4,128.59,-45.75
FCD-22-001,182.88,128.96,-46.01
FCD-22-001,213.36,130.53,-45.75
FCD-22-001,243.84,130.09,-45.79
FCD-22-001,274.32,130.11,-45.48
FCD-22-001,304.8,131.19,-45.64
FCD-22-001,335.28,131.51,-45.67
FCD-22-001,365.76,132.56,-45.5
FCD-22-001,396.24,132.9,-45.31
FCD-22-001,426.72,133.8,-45.06
FCD-22-001,457.2,134.95,-44.95
FCD-22-001,484.02,134.19,-44.82
FCD-22-003,0,12,-45
FCD-22-003,30.48,10.48,-45.34
FCD-22-003,60.96,11.23,-45.45
FCD-22-003,91.44,11.4,-45.71
FCD-22-003,121.92,12.74,-45.89
FCD-22-003,152.4,12.94,-45.97
FCD-22-003,182.88,12.58,-46.18
FCD-22-003,213.36,13.43,-46.32
FCD-22-003,243.84,14.27,-46.33
FCD-22-003,274.32,15.19,-46.47
FCD-22-003,304.8,15.51,-46.55
FCD-22-003,335.28,16.2,-46.34
FCD-22-003,365.76,16.29,-46.52
FCD-22-003,396.24,17.62,-46.39
FCD-22-003,426.72,17.7,-46.38
FCD-22-003,457.2,17.85,-46.13
FCD-22-003,487.68,19.13,-46.14
FCD-22-003,518.16,19,-45.63
FCD-22-003,532.79,19.68,-45.45
FCD-22-005,30.48,178.48,-50.63
FCD-22-005,60.96,177.36,-50.77
FCD-22-005,91.44,179.94,-50.71
FCD-22-005,121.92,180.95,-50.83
FCD-22-005,152.4,180.33,-50.93
FCD-22-005,182.88,181.81,-50.79
FCD-22-005,213.36,182.48,-50.48
FCD-22-005,243.84,181.94,-51.05
FCD-22-005,274.32,182.51,-51.12
FCD-22-005,304.8,182.88,-51.23
FCD-22-005,335.28,183.47,-51.21
FCD-22-005,365.76,184.27,-51.15
FCD-22-005,396.24,184.34,-51.2
FCD-22-005,426.72,185.56,-51.25
FCD-22-005,457.2,184.76,-51.32
FCD-22-005,487.68,185.14,-51.63
FCD-22-005,518.16,185.67,-51.52
FCD-22-005,548.64,186.98,-51.74
FCD-22-005,579.12,188,-51.55
FCD-22-005,609.6,186.65,-51.22
FCD-22-005,640.08,186.96,-50.93
FCD-22-005,670.56,186.53,-50.85
FCD-22-005,701.04,185.96,-50.96
FCD-22-005,731.52,187.4,-50.83
FCD-22-005,762,187.27,-50.89
FCD-22-005,792.48,187.15,-51.07
FCD-22-005,816.25,187.73,-50.86
FCD-22-009,0,0,-45
FCD-22-009,30.48,359.57,-46
FCD-22-009,60.96,359.7,-47.1
FCD-22-009,91.44,359.96,-47.46
FCD-22-009,121.92,359.66,-47.99
FCD-22-009,152.4,359.6,-48.6
FCD-22-009,182.88,359.8,-49.41
FCD-22-009,213.36,0.44,-49.6
FCD-22-009,243.84,0.48,-49.89
FCD-22-009,274.32,359.9,-50.1
FCD-22-009,304.8,359.15,-50.65
FCD-22-009,335.28,359.8,-51.1
FCD-22-009,365.76,359.17,-51.57
FCD-22-009,396.24,358.9,-51.39
FCD-22-009,426.72,358.58,-52.2
FCD-22-009,457.2,359.95,-52.5
FCD-22-009,487.68,359.09,-52.78
FCD-22-009,518.16,359.3,-53.1
FCD-22-009,548.64,359.16,-53.43
FCD-22-009,579.12,0.16,-53.81
FCD-22-009,609.6,359.39,-53.96
FCD-22-009,640.08,359.4,-54.36
FCD-22-009,670.56,359.2,-54.74
FCD-22-009,701.04,0,-54.9
FCD-22-009,731.52,1.1,-54.95
FCD-22-009,760.476,0.49,-55.05
FCD-22-010,0,196.96,-44.96
FCD-22-010,12.19,196.78,-44.73
FCD-22-010,18.29,196.69,-44.9
FCD-22-010,24.38,196.69,-45
FCD-22-010,30.48,196.64,-45.2
FCD-22-010,36.58,196.72,-45.37
FCD-22-010,42.67,196.66,-45.36
FCD-22-010,48.77,196.67,-45.48
FCD-22-010,54.86,196.77,-45.68
FCD-22-010,60.96,196.88,-45.69
FCD-22-010,67.06,196.94,-45.85
FCD-22-010,73.15,197.02,-45.97
FCD-22-010,79.25,197.13,-45.96
FCD-22-010,85.34,197.12,-46.06
FCD-22-010,91.44,197.23,-46.32
FCD-22-010,97.54,197.22,-46.36
FCD-22-010,103.63,197.36,-46.49
FCD-22-010,109.73,197.35,-46.57
FCD-22-010,115.82,197.3,-46.71
FCD-22-010,121.92,197.55,-46.81
FCD-22-010,128.02,197.55,-46.92
FCD-22-010,134.11,197.66,-46.94
FCD-22-010,140.21,197.75,-46.99
FCD-22-010,146.3,197.87,-46.96
FCD-22-010,152.4,197.83,-46.95
FCD-22-010,158.5,197.86,-47.06
FCD-22-010,164.59,198,-47.17
FCD-22-010,170.69,198.03,-47.2
FCD-22-010,176.78,198.1,-47.22
FCD-22-010,182.88,198.12,-47.25
FCD-22-010,188.98,198.04,-47.31
FCD-22-010,195.07,197.99,-47.48
FCD-22-010,201.17,198.01,-47.56
FCD-22-010,207.26,198,-47.7
FCD-22-010,213.36,198,-47.87
FCD-22-010,219.46,198.11,-47.93
FCD-22-010,225.55,198.22,-48.05
FCD-22-010,231.65,198.17,-48.09
FCD-22-010,237.74,198.24,-48.13
FCD-22-010,243.84,198.18,-48.13
FCD-22-010,249.94,198.2,-48.2
FCD-22-010,256.03,198.29,-48.15
FCD-22-010,262.13,198.34,-48.23
FCD-22-010,268.22,198.45,-48.26
FCD-22-010,274.32,198.55,-48.35
FCD-22-010,280.42,198.61,-48.26
FCD-22-010,288.65,198.67,-48.23
FCD-22-011,0,256.78,-46.46
FCD-22-011,6.1,256.84,-46.37
FCD-22-011,12.19,256.75,-46.44
FCD-22-011,18.29,256.72,-46.53
FCD-22-011,24.38,256.57,-46.59
FCD-22-011,30.48,256.68,-46.69
FCD-22-011,36.58,256.68,-46.81
FCD-22-011,42.67,256.6,-46.92
FCD-22-011,48.77,256.52,-46.92
FCD-22-011,54.86,256.59,-47.02
FCD-22-011,60.96,256.47,-46.95
FCD-22-011,67.06,256.37,-47.04
FCD-22-011,73.15,256.29,-47.15
FCD-22-011,79.25,256.28,-47.16
FCD-22-011,85.34,256.25,-47.25
FCD-22-011,91.44,256.21,-47.22
FCD-22-011,97.54,256.4,-47.34
FCD-22-011,103.63,256.43,-47.29
FCD-22-011,109.73,256.37,-47.37
FCD-22-011,115.82,256.23,-47.44
FCD-22-011,121.92,256.34,-47.47
FCD-22-011,128.02,256.46,-47.54
FCD-22-011,134.11,256.54,-47.43
FCD-22-011,140.21,256.59,-47.48
FCD-22-011,146.3,256.71,-47.45
FCD-22-011,152.4,256.82,-47.53
FCD-22-011,158.5,257.08,-47.64
FCD-22-011,164.59,257.32,-47.67
FCD-22-011,170.69,257.29,-47.72
FCD-22-011,176.78,257.34,-47.79
FCD-22-011,182.88,257.28,-47.79
FCD-22-011,188.98,257.43,-47.82
FCD-22-011,195.07,257.56,-47.92
FCD-22-011,201.17,257.68,-47.89
FCD-22-011,207.26,257.6,-48.05
FCD-22-011,213.36,257.73,-47.99
FCD-22-011,219.46,257.74,-47.94
FCD-22-011,225.55,257.91,-47.85
FCD-22-011,231.65,258.04,-47.93
FCD-22-011,237.74,258.14,-48
FCD-22-011,243.84,258.13,-48.08
FCD-22-011,249.94,258.3,-47.95
FCD-22-011,256.54,258.3,-47.94
FCD-22-012,0.02,54.58,-56.45
FCD-22-012,5,54.32,-56.38
FCD-22-012,10,54.29,-56.14
FCD-22-012,15,54.35,-56.15
FCD-22-012,20,54.21,-56.24
FCD-22-012,25,54.36,-56.27
FCD-22-012,30,54.24,-56.27
FCD-22-012,35,54.38,-56.26
FCD-22-012,40,54.2,-56.38
FCD-22-012,45,54.39,-56.4
FCD-22-012,50,54.29,-56.41
FCD-22-012,55,54.34,-56.35
FCD-22-012,60,54.39,-56.39
FCD-22-012,65,54.46,-56.46
FCD-22-012,70,54.24,-56.51
FCD-22-012,75,54.36,-56.52
FCD-22-012,80,54.32,-56.55
FCD-22-012,85,54.35,-56.58
FCD-22-012,90,54.68,-56.59
FCD-22-012,95,54.63,-56.63
FCD-22-012,100,54.73,-56.67
FCD-22-012,105,54.75,-56.71
FCD-22-012,110,54.75,-56.66
FCD-22-012,115,54.89,-56.69
FCD-22-012,120,55.01,-56.71
FCD-22-012,125,55.14,-56.75
FCD-22-012,130,55.23,-56.79
FCD-22-012,135,55.38,-56.83
FCD-22-012,140,55.52,-56.86
FCD-22-012,145,55.5,-56.88
FCD-22-012,150,55.6,-56.91
FCD-22-012,155,55.66,-56.94
FCD-22-012,160,55.67,-56.93
FCD-22-012,165,56,-56.7
FCD-22-012,170.08,55.84,-57
FCD-22-013,0,181.28,-44.89
FCD-22-013,5,181.23,-44.79
FCD-22-013,10,181.17,-44.75
FCD-22-013,15,181.15,-44.81
FCD-22-013,20,181.17,-44.82
FCD-22-013,25,181.17,-44.82
FCD-22-013,30,181.15,-44.84
FCD-22-013,35,181.14,-44.91
FCD-22-013,40,181.26,-44.95
FCD-22-013,45,181.38,-45
FCD-22-013,50,181.41,-45.04
FCD-22-013,55,181.51,-45.09
FCD-22-013,60,181.66,-45.16
FCD-22-013,65,181.59,-45.25
FCD-22-013,70,181.73,-45.35
FCD-22-013,75,181.84,-45.42
FCD-22-013,80,181.91,-45.51
FCD-22-013,85,181.99,-45.51
FCD-22-013,90,182.1,-45.58
FCD-22-013,95,182.19,-45.6
FCD-22-013,100,182.28,-45.67
FCD-22-013,105,182.24,-45.73
FCD-22-013,110,182.35,-45.76
FCD-22-013,115,182.39,-45.76
FCD-22-013,120,182.29,-45.83
FCD-22-013,125,182.4,-45.88
FCD-22-013,130,182.42,-45.95
FCD-22-013,135,182.57,-45.99
FCD-22-013,140,182.61,-46.02
FCD-22-013,145,182.67,-46.09
FCD-22-013,150,182.79,-46.09
FCD-22-013,155,182.84,-46.15
FCD-22-013,160,182.92,-46.18
FCD-22-013,165,183.13,-46.18
FCD-22-013,170,183.24,-46.18
FCD-22-013,175,183.34,-46.16
FCD-22-013,180,183.54,-46.19
FCD-22-013,185,183.58,-46.17
FCD-22-013,190,183.79,-46.14
FCD-22-013,195,183.96,-46.14
FCD-22-013,200,184.03,-46.14
FCD-22-013,205,184.15,-46.11
FCD-22-013,210,184.26,-46.12
FCD-22-013,215,184.43,-46.11
FCD-22-013,220,184.43,-46.16
FCD-22-013,225,184.6,-46.17
FCD-22-013,230,184.67,-46.15
FCD-22-013,235,184.67,-46.19
FCD-22-013,240,184.73,-46.31
FCD-22-013,245,184.75,-46.34
FCD-22-013,250,184.76,-46.29
FCD-22-013,255,184.75,-46.3
FCD-22-013,260,184.99,-46.34
FCD-22-013,265,185.03,-46.38
FCD-22-013,270,185.22,-46.44
FCD-22-013,275,185.28,-46.44
FCD-22-013,280,185.45,-46.49
FCD-22-013,285,185.68,-46.4
FCD-22-013,291.69,185.67,-46.4
FCD-22-014,0,9.83,-44.98
FCD-22-014,5,9.86,-45.17
FCD-22-014,10,9.83,-45.21
FCD-22-014,15,10.07,-45.31
FCD-22-014,20,10.14,-45.33
FCD-22-014,25,10.32,-45.34
FCD-22-014,30,10.37,-45.39
FCD-22-014,35,10.42,-45.45
FCD-22-014,40,10.6,-45.51
FCD-22-014,45,10.64,-45.51
FCD-22-014,50,10.79,-45.48
FCD-22-014,55,10.78,-45.59
FCD-22-014,60,10.87,-45.7
FCD-22-014,65,10.92,-45.65
FCD-22-014,70,10.98,-45.68
FCD-22-014,75,11.05,-45.8
